CustomerID,recency,frequency,monetary,tenure,frequency_lifetimes,recency_lifetimes,T_lifetimes,monetary_value_lifetimes
12405.0,149,1,1710.39,149,0.0,0.0,149.0,0.0
12406.0,22,2,1707.65,184,1.0,161.0,184.0,1794.05
12407.0,50,5,341.62399999999997,264,4.0,215.0,265.0,370.455
12408.0,33,4,577.71,260,3.0,228.0,261.0,683.6533333333333
12409.0,79,3,3690.89,183,2.0,104.0,183.0,2432.795
12410.0,309,1,346.66499999999996,309,0.0,0.0,309.0,0.0
12412.0,75,3,408.96000000000004,169,2.0,95.0,170.0,356.19
12413.0,67,3,252.70000000000002,337,2.0,271.0,338.0,139.425
12414.0,217,3,187.47,310,2.0,93.0,311.0,204.325
12415.0,24,16,5948.310952380953,338,15.0,313.0,338.0,7860.21
12417.0,3,9,405.4555555555555,358,8.0,354.0,358.0,419.72
12418.0,113,1,668.58,113,0.0,0.0,113.0,0.0
12420.0,64,1,600.39,64,0.0,0.0,64.0,0.0
12421.0,16,4,201.76,319,3.0,304.0,320.0,216.53
12422.0,96,3,267.8533333333333,325,2.0,229.0,325.0,282.53
12423.0,1,8,232.41375,354,7.0,353.0,354.0,231.6257142857143
12424.0,163,1,880.4800000000001,163,0.0,0.0,163.0,0.0
12425.0,78,1,777.2,78,0.0,0.0,79.0,0.0
12426.0,195,1,582.73,195,0.0,0.0,195.0,0.0
12427.0,22,2,261.15,60,1.0,39.0,61.0,239.72
12428.0,26,7,884.0511111111111,284,6.0,258.0,284.0,497.8733333333334
12429.0,9,3,822.9666666666667,228,2.0,218.0,228.0,1015.46
12430.0,43,1,256.4,43,0.0,0.0,44.0,0.0
12431.0,36,13,437.8,357,12.0,322.0,358.0,476.125
12432.0,43,3,1011.8639999999999,172,2.0,130.0,173.0,871.33
12433.0,1,4,1917.75,91,3.0,91.0,92.0,2326.8799999999997
12434.0,85,2,403.07,260,1.0,176.0,261.0,519.89
12435.0,80,2,3914.945,268,1.0,188.0,268.0,3850.9
12436.0,100,1,509.01,100,0.0,0.0,100.0,0.0
12437.0,2,15,275.0783333333333,331,14.0,330.0,332.0,325.6221428571429
12438.0,14,2,1453.425,140,1.0,126.0,141.0,2016.78
12442.0,3,1,172.06,3,0.0,0.0,4.0,0.0
12444.0,21,5,1001.092,171,4.0,150.0,172.0,783.8149999999999
12445.0,22,1,133.4,22,0.0,0.0,23.0,0.0
12446.0,58,1,1002.3100000000001,58,0.0,0.0,58.0,0.0
12447.0,243,1,476.49,243,0.0,0.0,244.0,0.0
12448.0,44,1,449.45,44,0.0,0.0,45.0,0.0
12449.0,22,4,1016.8225,187,3.0,165.0,188.0,1069.4533333333334
12450.0,156,2,98.94,173,1.0,17.0,174.0,96.0
12451.0,11,5,1807.104,325,4.0,314.0,325.0,1529.0025
12452.0,17,1,215.285,17,0.0,0.0,17.0,0.0
12453.0,134,1,707.09,134,0.0,0.0,135.0,0.0
12454.0,56,1,3528.34,56,0.0,0.0,57.0,0.0
12455.0,73,6,411.1433333333334,297,5.0,223.0,297.0,156.592
12456.0,44,3,1060.3466666666666,255,2.0,210.0,255.0,1120.435
12457.0,66,7,337.6042857142857,239,6.0,173.0,240.0,282.33
12458.0,71,2,473.70000000000005,285,1.0,213.0,285.0,505.48
12461.0,94,2,413.44,155,1.0,60.0,155.0,200.0
12462.0,19,2,594.7950000000001,303,1.0,285.0,304.0,427.48
12463.0,53,4,336.195,242,3.0,188.0,242.0,331.40333333333336
12464.0,10,7,151.50625,309,6.0,299.0,310.0,166.35833333333332
12465.0,17,2,371.095,169,1.0,152.0,170.0,301.25
12468.0,188,2,364.77000000000004,316,1.0,129.0,317.0,508.95000000000005
12471.0,2,19,623.7014285714286,358,18.0,355.0,358.0,886.093888888889
12472.0,32,6,823.4683333333334,318,5.0,285.0,318.0,823.0899999999999
12473.0,29,4,787.71,192,3.0,162.0,192.0,1088.7866666666666
12474.0,17,17,409.7661111111111,330,16.0,312.0,330.0,445.399375
12475.0,54,1,723.38,54,0.0,0.0,54.0,0.0
12476.0,16,10,619.6745454545454,361,9.0,346.0,362.0,755.9966666666667
12477.0,23,6,2203.29,302,5.0,279.0,302.0,2172.7580000000003
12478.0,4,1,680.99,4,0.0,0.0,4.0,0.0
12479.0,11,1,527.2,11,0.0,0.0,12.0,0.0
12480.0,28,4,820.4075,336,3.0,308.0,337.0,821.7933333333334
12481.0,23,7,604.1044444444445,354,6.0,332.0,355.0,800.83
12483.0,17,8,310.6225,339,7.0,322.0,340.0,276.7742857142857
12484.0,33,6,756.9533333333334,336,5.0,304.0,337.0,680.61
12488.0,10,3,432.8866666666667,76,2.0,66.0,76.0,372.635
12489.0,336,1,334.93,336,0.0,0.0,337.0,0.0
12490.0,5,10,541.793,330,9.0,324.0,330.0,505.96777777777777
12491.0,39,1,460.40000000000003,39,0.0,0.0,39.0,0.0
12492.0,63,2,131.60500000000002,105,1.0,42.0,106.0,136.82
12493.0,166,2,216.87,197,1.0,32.0,198.0,201.24
12494.0,16,6,198.08333333333334,359,5.0,343.0,359.0,236.70999999999998
12497.0,82,1,1043.1,82,0.0,0.0,82.0,0.0
12498.0,21,2,134.56666666666666,58,1.0,36.0,58.0,156.45
12500.0,23,10,387.07454545454544,334,9.0,310.0,334.0,434.76444444444445
12501.0,337,1,2169.39,337,0.0,0.0,337.0,0.0
12502.0,96,5,744.774,310,4.0,214.0,310.0,776.655
12504.0,18,2,241.02499999999998,30,1.0,12.0,31.0,32.65
12506.0,233,1,73.5,233,0.0,0.0,233.0,0.0
12507.0,134,3,434.93666666666667,299,2.0,164.0,299.0,429.325
12508.0,26,2,199.135,29,1.0,3.0,30.0,123.08
12509.0,284,1,176.5,284,0.0,0.0,285.0,0.0
12510.0,143,2,491.28499999999997,325,1.0,183.0,326.0,301.52
12512.0,66,1,69.015,66,0.0,0.0,67.0,0.0
12513.0,113,1,612.29,113,0.0,0.0,113.0,0.0
12514.0,267,1,1017.68,267,0.0,0.0,268.0,0.0
12515.0,353,1,383.7,353,0.0,0.0,354.0,0.0
12516.0,78,2,656.03,181,1.0,103.0,181.0,728.86
12517.0,28,4,500.56800000000004,190,3.0,162.0,191.0,578.63
12518.0,1,5,411.378,110,4.0,110.0,111.0,433.015
12519.0,64,1,340.84,64,0.0,0.0,64.0,0.0
12520.0,79,5,526.8520000000001,274,4.0,194.0,274.0,411.71
12521.0,143,1,599.68,143,0.0,0.0,143.0,0.0
12522.0,39,2,96.36,51,1.0,12.0,52.0,103.32
12523.0,19,11,162.70636363636365,332,10.0,312.0,332.0,168.68200000000002
12524.0,9,8,560.7149999999999,334,7.0,324.0,334.0,592.6185714285714
12526.0,1,3,438.8866666666666,94,2.0,94.0,95.0,398.17999999999995
12527.0,82,3,116.23666666666668,326,2.0,244.0,326.0,108.09500000000003
12528.0,9,6,322.24666666666667,313,5.0,303.0,313.0,287.99
12530.0,60,4,415.57,337,3.0,277.0,337.0,424.96000000000004
12531.0,15,1,125.22,15,0.0,0.0,15.0,0.0
12532.0,30,1,349.83000000000004,30,0.0,0.0,31.0,0.0
12534.0,131,1,1089.18,131,0.0,0.0,131.0,0.0
12535.0,92,2,358.17499999999995,187,1.0,95.0,187.0,344.9
12536.0,43,2,4200.610000000001,59,1.0,16.0,60.0,8322.12
12538.0,29,1,363.95,29,0.0,0.0,30.0,0.0
12539.0,22,4,1392.0875,334,3.0,311.0,334.0,1284.1666666666667
12540.0,20,17,788.2494117647059,362,16.0,342.0,362.0,782.451875
12541.0,30,3,327.06,281,2.0,251.0,281.0,334.39
12544.0,36,1,372.7,36,0.0,0.0,37.0,0.0
12545.0,75,2,500.195,260,1.0,184.0,260.0,372.24
12546.0,47,2,580.75,78,1.0,31.0,78.0,401.3
12547.0,198,2,103.9,281,1.0,83.0,281.0,48.4
12548.0,166,1,95.19999999999999,166,0.0,0.0,167.0,0.0
12550.0,79,1,964.83,79,0.0,0.0,80.0,0.0
12551.0,358,1,168.0,358,0.0,0.0,358.0,0.0
12552.0,39,2,218.91,40,1.0,1.0,40.0,120.0
12553.0,8,10,369.22799999999995,330,9.0,321.0,330.0,332.4411111111111
12556.0,50,2,301.855,151,1.0,101.0,152.0,290.81
12557.0,16,4,2842.7400000000002,333,3.0,316.0,333.0,2651.28
12558.0,8,1,269.96,8,0.0,0.0,8.0,0.0
12559.0,311,2,280.855,320,1.0,9.0,320.0,75.60000000000001
12560.0,5,3,711.3366666666667,143,2.0,138.0,144.0,420.85
12561.0,303,1,238.85,303,0.0,0.0,303.0,0.0
12562.0,8,7,540.2485714285714,199,6.0,190.0,199.0,556.13
12564.0,261,1,456.9,261,0.0,0.0,262.0,0.0
12565.0,289,1,145.92,289,0.0,0.0,289.0,0.0
12566.0,86,1,351.65,86,0.0,0.0,87.0,0.0
12567.0,23,7,932.3625,309,6.0,286.0,309.0,1037.0283333333334
12569.0,2,26,128.89656250000002,252,25.0,250.0,253.0,151.0404
12571.0,40,2,259.805,122,1.0,82.0,122.0,271.26
12572.0,9,2,510.21000000000004,52,1.0,43.0,52.0,487.68
12573.0,227,1,160.54000000000002,227,0.0,0.0,228.0,0.0
12574.0,316,1,218.45,316,0.0,0.0,316.0,0.0
12576.0,36,5,263.166,305,4.0,269.0,305.0,262.245
12577.0,35,2,219.26666666666665,359,1.0,324.0,360.0,461.91
12578.0,21,2,1397.255,330,1.0,309.0,331.0,1185.85
12579.0,78,1,440.42,78,0.0,0.0,79.0,0.0
12580.0,247,1,415.7,247,0.0,0.0,247.0,0.0
12581.0,40,1,197.71,40,0.0,0.0,40.0,0.0
12582.0,239,2,255.68,289,1.0,50.0,289.0,306.2
12583.0,3,14,458.96571428571434,337,13.0,334.0,337.0,438.1046153846154
12584.0,4,9,259.7944444444445,280,8.0,277.0,281.0,234.315
12585.0,234,2,1020.05,351,1.0,117.0,352.0,777.25
12586.0,17,1,196.94000000000003,17,0.0,0.0,18.0,0.0
12587.0,8,1,144.0,8,0.0,0.0,8.0,0.0
12588.0,39,1,214.89999999999998,39,0.0,0.0,40.0,0.0
12589.0,29,2,323.34000000000003,145,1.0,116.0,145.0,515.18
12590.0,211,1,4932.13,211,0.0,0.0,212.0,0.0
12591.0,317,1,452.84999999999997,317,0.0,0.0,318.0,0.0
12592.0,92,2,218.8,213,1.0,121.0,214.0,205.8
12593.0,109,3,139.36666666666667,219,2.0,110.0,219.0,91.05
12594.0,38,9,333.822,323,8.0,285.0,323.0,374.65250000000003
12596.0,51,2,309.135,242,1.0,191.0,243.0,348.32
12597.0,19,4,952.805,268,3.0,249.0,269.0,1098.3566666666666
12598.0,10,7,377.885,285,6.0,275.0,285.0,383.7033333333333
12599.0,29,7,147.51142857142855,304,6.0,275.0,305.0,138.45333333333335
12600.0,29,9,280.28222222222223,358,8.0,329.0,358.0,290.53000000000003
12601.0,190,5,115.41199999999999,333,4.0,143.0,333.0,108.19999999999999
12602.0,59,1,153.12,59,0.0,0.0,59.0,0.0
12603.0,22,1,739.1999999999999,22,0.0,0.0,22.0,0.0
12604.0,79,2,127.09,262,1.0,182.0,262.0,75.68
12607.0,60,1,1579.51,60,0.0,0.0,61.0,0.0
12609.0,78,3,375.6166666666666,318,2.0,240.0,319.0,419.46
12610.0,23,5,419.908,126,4.0,104.0,127.0,288.1975
12611.0,52,1,1193.32,52,0.0,0.0,53.0,0.0
12612.0,74,1,704.0400000000001,74,0.0,0.0,75.0,0.0
12613.0,57,3,668.876,262,2.0,205.0,263.0,1261.36
12614.0,278,1,315.6,278,0.0,0.0,278.0,0.0
12615.0,2,4,572.7975,168,3.0,166.0,169.0,552.15
12616.0,95,2,356.65,297,1.0,202.0,298.0,457.7
12617.0,29,1,355.53,29,0.0,0.0,30.0,0.0
12618.0,22,1,177.31,22,0.0,0.0,22.0,0.0
12619.0,16,9,404.5822222222222,253,8.0,237.0,254.0,429.4075
12620.0,15,3,446.46999999999997,205,2.0,190.0,205.0,388.875
12621.0,2,16,696.0557894736842,358,15.0,356.0,358.0,820.4013333333334
12622.0,232,1,180.1,232,0.0,0.0,233.0,0.0
12623.0,276,1,305.1,276,0.0,0.0,277.0,0.0
12624.0,106,2,320.565,178,1.0,71.0,178.0,341.19
12625.0,212,2,1341.9099999999999,319,1.0,108.0,320.0,967.2
12626.0,23,9,735.6088888888888,327,8.0,303.0,327.0,690.56
12627.0,11,7,639.79,140,6.0,130.0,141.0,618.4183333333334
12628.0,4,3,262.15333333333336,65,2.0,60.0,65.0,226.41
12630.0,10,2,635.44,44,1.0,34.0,44.0,569.09
12631.0,57,1,640.5,57,0.0,0.0,58.0,0.0
12633.0,59,4,540.995,288,3.0,229.0,288.0,383.72
12635.0,90,2,844.5899999999999,155,1.0,65.0,155.0,1005.54
12637.0,67,7,752.7375000000001,324,6.0,256.0,324.0,750.87
12638.0,33,1,671.69,33,0.0,0.0,34.0,0.0
12639.0,239,1,486.1,239,0.0,0.0,239.0,0.0
12640.0,24,3,391.5266666666667,82,2.0,58.0,82.0,204.995
12641.0,115,1,185.9,115,0.0,0.0,116.0,0.0
12642.0,25,3,337.75333333333333,108,2.0,82.0,108.0,323.40500000000003
12643.0,128,5,557.44,333,4.0,204.0,333.0,618.36
12644.0,130,1,477.91,130,0.0,0.0,130.0,0.0
12645.0,34,4,443.795,316,3.0,283.0,317.0,468.6266666666667
12646.0,5,2,673.4849999999999,49,1.0,45.0,50.0,615.28
12647.0,22,9,306.0022222222222,358,8.0,335.0,358.0,316.15250000000003
12648.0,155,1,318.05,155,0.0,0.0,155.0,0.0
12649.0,107,2,207.83666666666667,212,1.0,105.0,213.0,248.51000000000002
12650.0,3,1,314.44,3,0.0,0.0,4.0,0.0
12651.0,335,1,114.0,335,0.0,0.0,335.0,0.0
12652.0,331,1,919.98,331,0.0,0.0,332.0,0.0
12653.0,149,2,1104.925,297,1.0,148.0,297.0,1430.75
12654.0,11,4,120.396,295,3.0,285.0,296.0,145.12666666666667
12656.0,17,5,810.234,234,4.0,216.0,234.0,877.4925
12657.0,11,3,410.795,79,2.0,67.0,79.0,512.37
12658.0,19,1,686.05,19,0.0,0.0,19.0,0.0
12659.0,30,1,91.68,30,0.0,0.0,30.0,0.0
12660.0,11,1,245.1,11,0.0,0.0,12.0,0.0
12662.0,1,9,358.83000000000004,309,8.0,309.0,310.0,406.45
12664.0,8,9,542.4311111111111,323,8.0,314.0,323.0,527.5375
12665.0,325,1,63.0,325,0.0,0.0,325.0,0.0
12667.0,58,1,620.13,58,0.0,0.0,59.0,0.0
12668.0,12,4,951.7874999999999,356,3.0,344.0,356.0,1112.4266666666665
12669.0,151,3,914.6766666666666,257,2.0,106.0,257.0,803.865
12670.0,10,5,599.2099999999999,233,4.0,222.0,233.0,590.75
12672.0,330,1,225.89999999999998,330,0.0,0.0,330.0,0.0
12673.0,5,2,305.26,327,1.0,321.0,327.0,389.62
12674.0,39,4,492.65,208,3.0,169.0,208.0,461.2866666666667
12676.0,25,6,221.89833333333334,311,5.0,287.0,312.0,164.378
12678.0,42,9,1469.0383333333332,354,8.0,311.0,354.0,2175.8975
12679.0,59,4,278.255,284,3.0,225.0,284.0,106.32000000000001
12680.0,1,4,215.7025,113,3.0,113.0,114.0,183.67666666666665
12681.0,15,19,607.3342857142858,354,18.0,340.0,355.0,648.3016666666667
12682.0,4,25,386.65275862068967,338,24.0,335.0,339.0,432.40916666666664
12683.0,4,10,570.2684615384616,326,9.0,322.0,327.0,742.3722222222223
12684.0,8,7,326.23285714285714,213,6.0,206.0,214.0,299.0883333333333
12685.0,28,6,477.18,94,5.0,65.0,94.0,462.76800000000003
12688.0,114,1,4873.8099999999995,114,0.0,0.0,114.0,0.0
12689.0,26,2,623.805,128,1.0,102.0,128.0,736.5799999999999
12690.0,206,1,389.01,206,0.0,0.0,206.0,0.0
12691.0,28,6,172.63333333333333,357,5.0,329.0,358.0,171.16
12693.0,127,4,213.97750000000002,319,3.0,192.0,320.0,231.28666666666666
12694.0,70,2,434.83500000000004,183,1.0,113.0,184.0,430.17
12695.0,7,4,145.525,210,3.0,203.0,211.0,164.28333333333333
12697.0,29,3,319.19666666666666,169,2.0,141.0,170.0,283.54499999999996
12700.0,8,4,1234.9975,215,3.0,208.0,216.0,1282.52
12701.0,80,2,398.855,242,1.0,163.0,243.0,460.63
12702.0,20,1,219.0,20,0.0,0.0,20.0,0.0
12703.0,71,1,283.55,71,0.0,0.0,72.0,0.0
12704.0,7,7,292.605,170,6.0,162.0,170.0,335.2133333333333
12705.0,15,8,763.1433333333333,357,7.0,342.0,358.0,858.6128571428571
12707.0,292,1,603.42,292,0.0,0.0,292.0,0.0
12708.0,30,9,279.60777777777776,330,8.0,300.0,330.0,278.98125
12709.0,15,14,658.13,358,13.0,342.0,358.0,647.7561538461539
12710.0,97,3,383.00666666666666,201,2.0,105.0,202.0,215.03000000000003
12712.0,29,11,356.8636363636364,332,10.0,303.0,332.0,367.485
12713.0,1,1,848.55,1,0.0,0.0,1.0,0.0
12714.0,9,5,941.7719999999999,295,4.0,285.0,295.0,935.1400000000001
12715.0,106,1,353.86,106,0.0,0.0,107.0,0.0
12716.0,4,2,526.745,133,1.0,130.0,134.0,375.59000000000003
12717.0,151,2,515.49,246,1.0,94.0,246.0,421.24
12718.0,71,1,238.25,71,0.0,0.0,72.0,0.0
12719.0,5,2,322.475,65,1.0,60.0,66.0,361.35
12720.0,3,20,221.18083333333334,357,19.0,355.0,358.0,269.71578947368425
12721.0,32,6,442.68833333333333,355,5.0,323.0,355.0,473.90599999999995
12722.0,85,4,249.4075,151,3.0,65.0,151.0,231.57000000000002
12723.0,4,3,145.01399999999998,65,2.0,62.0,66.0,212.82999999999998
12724.0,5,4,257.8525,332,3.0,327.0,333.0,292.17
12726.0,28,7,372.7285714285714,357,6.0,329.0,358.0,406.46999999999997
12727.0,11,6,568.6714285714286,320,5.0,310.0,321.0,693.24
12728.0,71,4,209.08249999999998,332,3.0,261.0,333.0,194.59666666666666
12729.0,114,1,453.01,114,0.0,0.0,114.0,0.0
12731.0,24,10,1620.3645454545454,313,9.0,289.0,313.0,1627.7311111111112
12732.0,180,1,236.26000000000002,180,0.0,0.0,180.0,0.0
12733.0,234,1,383.95,234,0.0,0.0,235.0,0.0
12734.0,353,1,110.39999999999999,353,0.0,0.0,353.0,0.0
12735.0,315,2,389.78499999999997,337,1.0,22.0,338.0,459.8
12736.0,333,1,234.0,333,0.0,0.0,333.0,0.0
12739.0,78,2,506.52,99,1.0,21.0,100.0,37.5
12740.0,64,1,427.6,64,0.0,0.0,64.0,0.0
12743.0,134,1,273.21500000000003,134,0.0,0.0,135.0,0.0
12744.0,52,6,3039.8985714285714,318,5.0,267.0,319.0,3845.244
12747.0,2,10,383.745,362,9.0,359.0,362.0,387.74888888888887
12748.0,1,106,163.6279894179894,365,105.0,364.0,365.0,288.58476190476193
12749.0,4,4,818.176,213,3.0,210.0,214.0,1077.26
12750.0,129,1,275.88,129,0.0,0.0,129.0,0.0
12752.0,81,1,4366.78,81,0.0,0.0,82.0,0.0
12753.0,23,6,3571.565,363,5.0,340.0,363.0,3567.7599999999998
12754.0,236,3,1003.5799999999999,309,2.0,73.0,309.0,1482.585
12755.0,281,1,17.549999999999997,281,0.0,0.0,281.0,0.0
12756.0,87,1,112.07999999999998,87,0.0,0.0,87.0,0.0
12757.0,16,9,604.3923076923077,211,8.0,196.0,212.0,837.06875
12758.0,117,2,1395.795,277,1.0,160.0,277.0,1221.4
12759.0,52,3,510.48,276,2.0,223.0,276.0,543.32
12762.0,8,2,949.26,25,1.0,18.0,26.0,1436.93
12763.0,138,1,174.0,138,0.0,0.0,139.0,0.0
12764.0,317,1,1693.88,317,0.0,0.0,317.0,0.0
12766.0,4,6,973.39,334,5.0,331.0,335.0,1030.7720000000002
12769.0,239,1,1143.6,239,0.0,0.0,239.0,0.0
12770.0,211,1,1351.45,211,0.0,0.0,211.0,0.0
12772.0,60,1,892.47,60,0.0,0.0,60.0,0.0
12775.0,17,5,277.20799999999997,311,4.0,294.0,312.0,292.89750000000004
12778.0,20,6,137.03833333333333,312,5.0,293.0,313.0,137.55
12779.0,38,7,533.3142857142857,327,6.0,289.0,327.0,519.9966666666667
12781.0,64,2,413.37,285,1.0,221.0,285.0,277.48
12782.0,5,5,466.184,358,4.0,353.0,358.0,466.855
12783.0,2,5,370.98499999999996,75,4.0,73.0,76.0,471.72249999999997
12784.0,9,2,287.21,15,1.0,6.0,16.0,56.0
12785.0,364,1,311.95,364,0.0,0.0,365.0,0.0
12787.0,10,3,154.5533333333333,193,2.0,183.0,193.0,152.78
12789.0,65,1,91.85,65,0.0,0.0,66.0,0.0
12790.0,192,1,324.92,192,0.0,0.0,193.0,0.0
12792.0,257,1,400.53999999999996,257,0.0,0.0,257.0,0.0
12793.0,335,1,413.68,335,0.0,0.0,335.0,0.0
12794.0,53,2,430.205,99,1.0,45.0,99.0,543.41
12795.0,19,1,430.48,19,0.0,0.0,19.0,0.0
12798.0,10,3,2325.68,171,2.0,160.0,171.0,2685.0
12802.0,187,1,427.58,187,0.0,0.0,187.0,0.0
12808.0,37,2,177.125,185,1.0,148.0,185.0,202.3
12809.0,178,1,489.31,178,0.0,0.0,178.0,0.0
12811.0,261,3,171.61666666666667,284,2.0,24.0,285.0,137.3
12812.0,45,1,229.64000000000001,45,0.0,0.0,45.0,0.0
12814.0,102,1,125.92,102,0.0,0.0,102.0,0.0
12815.0,148,2,531.73,198,1.0,51.0,199.0,448.1
12816.0,96,2,286.1,176,1.0,81.0,177.0,253.55
12817.0,281,1,166.04,281,0.0,0.0,282.0,0.0
12818.0,262,1,1542.08,262,0.0,0.0,262.0,0.0
12820.0,3,4,235.585,327,3.0,323.0,327.0,257.29333333333335
12821.0,214,1,92.72,214,0.0,0.0,215.0,0.0
12822.0,71,2,474.44,87,1.0,17.0,88.0,257.98
12823.0,75,5,351.9,297,4.0,222.0,297.0,363.375
12824.0,60,1,397.12,60,0.0,0.0,60.0,0.0
12826.0,3,6,219.95333333333335,324,5.0,322.0,325.0,221.4
12827.0,6,3,143.38333333333333,44,2.0,39.0,45.0,106.2
12828.0,3,6,169.785,130,5.0,128.0,131.0,158.342
12829.0,337,2,146.5,360,1.0,24.0,361.0,207.25
12830.0,38,5,1135.7733333333333,172,4.0,134.0,172.0,1148.2
12831.0,262,1,215.05,262,0.0,0.0,263.0,0.0
12832.0,32,2,191.51500000000001,98,1.0,66.0,99.0,115.23
12833.0,145,1,417.38,145,0.0,0.0,146.0,0.0
12834.0,283,1,312.38,283,0.0,0.0,283.0,0.0
12836.0,59,4,653.215,312,3.0,252.0,312.0,588.7233333333334
12837.0,173,1,134.1,173,0.0,0.0,174.0,0.0
12838.0,34,1,292.34000000000003,34,0.0,0.0,34.0,0.0
12839.0,3,13,399.1392307692308,357,12.0,355.0,358.0,404.4975
12840.0,144,4,681.6925,227,3.0,83.0,227.0,624.2333333333332
12841.0,5,22,152.88521739130437,337,21.0,333.0,338.0,156.77380952380952
12842.0,70,2,559.495,309,1.0,238.0,309.0,808.26
12843.0,66,8,212.7825,264,7.0,199.0,265.0,229.83714285714285
12844.0,29,2,162.98000000000002,130,1.0,101.0,131.0,151.08
12845.0,267,4,88.5225,290,3.0,23.0,291.0,96.33333333333333
12847.0,22,1,871.54,22,0.0,0.0,23.0,0.0
12849.0,31,2,525.4449999999999,269,1.0,237.0,269.0,346.39
12851.0,97,1,135.18,97,0.0,0.0,97.0,0.0
12852.0,295,1,311.55,295,0.0,0.0,295.0,0.0
12853.0,135,3,326.18333333333334,316,2.0,181.0,316.0,764.8499999999999
12854.0,79,3,441.5,318,2.0,240.0,319.0,467.3
12856.0,8,6,363.32166666666666,64,5.0,56.0,64.0,357.238
12857.0,211,2,553.2,303,1.0,92.0,303.0,304.8
12863.0,52,1,521.2,52,0.0,0.0,53.0,0.0
12864.0,138,1,147.12,138,0.0,0.0,139.0,0.0
12865.0,26,2,784.115,124,1.0,97.0,124.0,586.85
12866.0,283,1,559.12,283,0.0,0.0,284.0,0.0
12867.0,26,7,576.6885714285714,360,6.0,334.0,361.0,612.3383333333333
12868.0,186,5,280.75200000000007,331,4.0,146.0,332.0,279.07500000000005
12871.0,84,2,190.32,207,1.0,123.0,208.0,248.64
12872.0,327,1,221.44,327,0.0,0.0,327.0,0.0
12873.0,282,1,374.0,282,0.0,0.0,283.0,0.0
12875.0,143,2,171.61500000000004,363,1.0,219.0,363.0,49.470000000000006
12876.0,58,2,1109.01,196,1.0,139.0,197.0,1491.59
12877.0,4,12,127.98083333333334,359,11.0,355.0,359.0,125.97363636363637
12878.0,236,2,427.495,266,1.0,30.0,267.0,539.81
