CustomerID,recency,frequency,monetary,tenure,frequency_lifetimes,recency_lifetimes,T_lifetimes,monetary_value_lifetimes,predicted_purchases,expected_avg_profit,clv,churn_probability,cluster,segment,pca_1,pca_2
12357.0,33,1,6207.67,33,0.0,0.0,34.0,0.0,0.6379084803883942,477.3803385139514,29.853447371596214,0.0,0,Low Value / Lost,1.9830515869207057,-1.9724466341361868
12358.0,2,2,584.03,151,1.0,149.0,151.0,683.2,0.7144608855616846,3372.9900649857063,236.24634863898515,2.3948798499873187e-10,0,Low Value / Lost,0.2040357647285114,-0.6281384744367614
12359.0,58,4,1593.145,332,3.0,274.0,332.0,1941.6933333333332,0.8472391659141714,2644.7889622005937,219.6689292343229,0.0,0,Low Value / Lost,0.6740994391902486,0.5231524076552818
12360.0,52,3,887.3533333333334,201,2.0,148.0,201.0,789.24,0.9309552839764283,1313.0823065534055,119.8373939325874,0.0,0,Low Value / Lost,0.2109389239155709,-0.26101740615836766
12361.0,287,1,189.9,287,0.0,0.0,288.0,0.0,0.1581194884350764,477.3803385139514,7.399826106005396,0.0,0,Low Value / Lost,-0.45521180540951917,-0.03607164364703954
12362.0,3,10,522.6229999999999,296,9.0,292.0,296.0,527.4588888888889,2.4974758237634544,578.8321420436396,141.71816400142043,0.0,0,Low Value / Lost,0.4466639384797235,1.1708068194450825
12363.0,110,2,276.0,242,1.0,133.0,243.0,252.9,0.489901527838821,1251.464418644838,60.10337857723321,4.994225033527755e-10,0,Low Value / Lost,-0.15507757038649517,-0.10298217480132961
12364.0,8,4,328.275,112,3.0,105.0,113.0,229.7266666666667,1.987594685350205,313.28360669594,61.04317049296067,0.0,0,Low Value / Lost,-0.02041520074141987,-0.5684345610033964
12365.0,291,1,320.69,291,0.0,0.0,292.0,0.0,0.156268559320562,477.3803385139514,7.313204566070599,0.0,0,Low Value / Lost,-0.4085376979522697,-0.02812536688702799
12367.0,4,1,168.9,4,0.0,0.0,5.0,0.0,0.9760532474645992,477.3803385139514,45.678267574243286,0.0,0,Low Value / Lost,-0.2550507560590395,-1.524276021868485
12370.0,51,4,886.4224999999999,360,3.0,309.0,361.0,651.6233333333333,0.787415850504593,887.8592435675079,68.53617434427491,0.0,0,Low Value / Lost,0.2885669944589879,0.7804578666077695
12371.0,45,2,943.98,60,1.0,15.0,60.0,360.0,1.3070860970583142,1779.5039183499437,228.0209387169778,5.465976560259378e-10,0,Low Value / Lost,0.22833472049824025,-1.208641721165295
12372.0,72,3,432.68,297,2.0,225.0,297.0,449.41,0.6731832849199044,748.029548007916,49.36551392213048,0.0,0,Low Value / Lost,0.004369304061245842,0.33704981589384686
12373.0,311,1,364.6,311,0.0,0.0,312.0,0.0,0.1476279761192039,477.3803385139514,6.908834340886279,0.0,0,Low Value / Lost,-0.4045349374527007,0.07247899761000025
12374.0,25,1,742.9300000000001,25,0.0,0.0,26.0,0.0,0.7053154059499018,477.3803385139514,33.00802074159807,0.0,0,Low Value / Lost,-0.06401260706070809,-1.4695394545656033
12375.0,11,2,228.75,98,1.0,88.0,99.0,227.2,0.9642919363314086,1124.7546600788137,106.3256194662979,2.663977927142014e-10,0,Low Value / Lost,-0.09464804337575908,-0.8834375795652616
12377.0,315,2,814.06,355,1.0,39.0,355.0,626.6,0.3543249578051387,3093.932775692438,107.46924618350918,2.646249441795589e-09,0,Low Value / Lost,-0.08478983969157748,0.3823243424969199
12378.0,130,1,4008.62,130,0.0,0.0,130.0,0.0,0.29713850266919,477.3803385139514,13.905770066120846,0.0,0,Low Value / Lost,1.0821257584389883,-1.2417772064596606
12379.0,82,2,426.12,170,1.0,89.0,171.0,392.4,0.6497183552209586,1939.2469602775384,123.51788338206671,4.940272635423071e-10,0,Low Value / Lost,-0.04649107652954211,-0.5273906783434766
12380.0,22,4,681.2025000000001,186,3.0,164.0,186.0,705.7533333333332,1.3720271614944135,961.5781934458932,129.33584363678415,0.0,0,Low Value / Lost,0.20350068188794038,-0.19476572430792588
12381.0,5,5,369.062,120,4.0,115.0,120.0,144.14249999999998,2.435933452095268,180.3092765753983,43.058121192906334,0.0,0,Low Value / Lost,0.020116379021032593,-0.40419416912010203
12383.0,185,5,370.112,352,4.0,168.0,353.0,312.46,1.0265450471387358,390.52052612856176,39.30008258939714,0.0,0,Low Value / Lost,-0.06224566279627781,0.8399342331576467
12384.0,29,2,292.635,122,1.0,93.0,122.0,292.58000000000004,0.8351269123622256,1447.1003415981395,118.47390697541331,3.1649283194212785e-10,0,Low Value / Lost,-0.06649289394827444,-0.7626095064187086
12386.0,338,2,200.95,367,1.0,29.0,367.0,143.0,0.3441214198038864,709.6199646990761,23.939171554606204,3.354382771547648e-09,0,Low Value / Lost,-0.4152975212454811,0.5130260268656743
12388.0,16,6,463.4433333333333,327,5.0,311.0,327.0,469.872,1.3363076735039414,559.2164270437538,73.25849088187424,0.0,0,Low Value / Lost,0.22478484982345845,0.8860833081167929
12390.0,80,1,549.84,80,0.0,0.0,80.0,0.0,0.4116795009360418,477.3803385139514,19.2661685696297,0.0,0,Low Value / Lost,-0.18306844908402486,-1.1597177866217165
12391.0,22,1,460.89,22,0.0,0.0,22.0,0.0,0.7446589579568822,477.3803385139514,34.849257682886126,0.0,0,Low Value / Lost,-0.16649404243472193,-1.4574015287400146
12393.0,72,4,395.65,333,3.0,260.0,333.0,373.3666666666666,0.8450253674905672,508.9050728058848,42.15781676589025,0.0,0,Low Value / Lost,0.03849407384186376,0.6671374877948647
12394.0,64,2,636.24,217,1.0,154.0,218.0,891.4,0.5356510822315458,4399.487019594511,231.02320934775136,3.64254848506107e-10,0,Low Value / Lost,0.18340697520527205,-0.2842866280940026
12395.0,19,11,251.5525,371,10.0,352.0,372.0,267.253,2.26080002627942,290.5041634148804,64.38520693268067,0.0,0,Low Value / Lost,0.32942789509250786,1.750812024559638
12397.0,36,2,1204.9499999999998,135,1.0,100.0,136.0,1195.09,0.7721691827110804,5896.782217217699,446.3742554325395,3.3224978324142285e-10,0,Low Value / Lost,0.5885807507120959,-0.8301755955485186
12398.0,46,1,1635.66,46,0.0,0.0,46.0,0.0,0.5579269437914574,477.3803385139514,26.110395402695804,0.0,0,Low Value / Lost,0.25237408732246136,-1.4474479263742797
12399.0,119,4,277.1625,262,3.0,142.0,262.0,273.53333333333336,1.037502723347639,372.9433418583112,37.931820683319934,0.0,0,Low Value / Lost,-0.10651355432825753,0.24688565228145407
12401.0,303,1,84.3,303,0.0,0.0,304.0,0.0,0.1509669523485743,477.3803385139514,7.065094924031103,0.0,0,Low Value / Lost,-0.5049386912603849,0.05845702710545296
12402.0,323,1,225.6,323,0.0,0.0,324.0,0.0,0.1428875531073186,477.3803385139514,6.68698751919446,0.0,0,Low Value / Lost,-0.46428902020998924,0.14933881206088426
12403.0,50,1,427.7,50,0.0,0.0,50.0,0.0,0.5355445903307885,477.3803385139514,25.06292475191576,0.0,0,Low Value / Lost,-0.2052826335105914,-1.30576495043878
12405.0,149,1,1710.39,149,0.0,0.0,149.0,0.0,0.2687268569436393,477.3803385139514,12.576134865328806,0.0,0,Low Value / Lost,0.2051300069647601,-0.9125573049672866
12406.0,22,2,1707.65,184,1.0,161.0,184.0,1794.05,0.6135778484938524,8849.859142926105,532.3259232300624,2.77997402875485e-10,0,Low Value / Lost,0.9043613338400578,-0.6036551046460054
12407.0,50,5,341.624,264,4.0,215.0,265.0,370.455,1.3135916445309113,462.9503175515316,59.61648261824545,0.0,0,Low Value / Lost,0.05531129874643859,0.40211401204247965
12408.0,33,4,577.71,260,3.0,228.0,261.0,683.6533333333333,1.040841876245112,931.4804880641768,95.04518148915228,0.0,0,Low Value / Lost,0.16147328083305784,0.2409311677682787
12409.0,79,3,3690.89,183,2.0,104.0,183.0,2432.795,1.0029647083543705,4045.905443331301,397.8074989809683,0.0,0,Low Value / Lost,1.4880597882304594,-0.6986915868481471
12410.0,309,1,346.665,309,0.0,0.0,309.0,0.0,0.1488626390842047,477.3803385139514,6.966615271819925,0.0,0,Low Value / Lost,-0.4100116595935291,0.06376761758615976
12412.0,75,3,408.96,169,2.0,95.0,170.0,356.19,1.0623094741116923,593.0278761378322,61.75864352749967,0.0,0,Low Value / Lost,-0.0699619099881222,-0.4007561367436953
12413.0,67,3,252.7,337,2.0,271.0,338.0,139.425,0.601994428888119,232.6016006291572,13.727035487890909,0.0,0,Low Value / Lost,-0.06836966584912693,0.5930165324613978
12414.0,217,3,187.47,310,2.0,93.0,311.0,204.325,0.6470553460856245,340.5141569944053,21.59972329849274,0.0,0,Low Value / Lost,-0.2782089438461901,0.3664268687865154
12415.0,24,16,5948.310952380953,338,15.0,313.0,338.0,7860.21,3.619726616772436,8301.4522170146,2945.787595682085,0.0,0,Low Value / Lost,5.36641757803104,1.160403544887039
12417.0,3,9,405.4555555555555,358,8.0,354.0,358.0,419.72,1.8969399393076805,466.301603655022,86.71457001060729,0.0,0,Low Value / Lost,0.35162696976266117,1.429313802041365
12418.0,113,1,668.58,113,0.0,0.0,113.0,0.0,0.3281839542949751,477.3803385139514,15.358664618758732,0.0,0,Low Value / Lost,-0.16214898126100305,-0.9978675729204535
12420.0,64,1,600.39,64,0.0,0.0,64.0,0.0,0.4696072730600702,477.3803385139514,21.977127507509906,0.0,0,Low Value / Lost,-0.15177536860877655,-1.2490992127989031
12421.0,16,4,201.76,319,3.0,304.0,320.0,216.53,0.874738868566394,295.31123631792855,25.32386453792588,0.0,0,Low Value / Lost,0.007649971166277853,0.6369175270271612
12422.0,96,3,267.8533333333333,325,2.0,229.0,325.0,282.53,0.6228798117446204,470.5496187901561,28.733019419580565,0.0,0,Low Value / Lost,-0.0895383759710155,0.5054440819752901
12423.0,1,8,232.41375,354,7.0,353.0,354.0,231.6257142857143,1.6928018826358806,261.5435707092343,43.40320172697858,0.0,0,Low Value / Lost,0.21110123175998946,1.3127816818072056
12424.0,163,1,880.4800000000001,163,0.0,0.0,163.0,0.0,0.2510398418095672,477.3803385139514,11.748401120287262,0.0,0,Low Value / Lost,-0.11621935659031653,-0.7561691031067258
12425.0,78,1,777.2,78,0.0,0.0,79.0,0.0,0.4148780460676022,477.3803385139514,19.41585712478509,0.0,0,Low Value / Lost,-0.09621847287760266,-1.1929210628549936
12426.0,195,1,582.73,195,0.0,0.0,195.0,0.0,0.2182118872985955,477.3803385139514,10.212087303431035,0.0,0,Low Value / Lost,-0.24904572404317976,-0.5583484214102479
12427.0,22,3,275.26666666666665,372,2.0,350.0,372.0,261.15,0.5534589657976378,434.9999969860112,23.601861989199303,0.0,0,Low Value / Lost,0.022868659815791528,0.8137616911067945
12428.0,26,7,884.0511111111111,284,6.0,258.0,284.0,497.8733333333334,1.7781942045822432,574.3358211869529,100.11904071658994,0.0,0,Low Value / Lost,0.4061979084255514,0.7056693887376355
12429.0,9,4,937.6,366,3.0,356.0,366.0,822.9666666666667,0.7779450781471976,1121.209522562437,85.5081086588642,0.0,0,Low Value / Lost,0.37709362899485965,0.8288435703104553
12430.0,43,1,256.4,43,0.0,0.0,44.0,0.0,0.5698346740905939,477.3803385139514,26.667664683054007,0.0,0,Low Value / Lost,-0.26392315842899206,-1.3256289946526914
12431.0,36,14,432.4966666666666,374,13.0,338.0,374.0,471.4769230769231,2.887359293188877,502.3532519579457,142.19411831628062,0.0,0,Low Value / Lost,0.5559311717186802,2.084332235941023
12432.0,43,3,1011.864,172,2.0,130.0,173.0,871.33,1.047999600829866,1449.577556969788,148.92724617793587,0.0,0,Low Value / Lost,0.27945098479077585,-0.440030091398222
12433.0,1,6,1910.838571428572,373,5.0,373.0,374.0,2291.346,1.1880772715097636,2726.179935110589,317.51978372219963,0.0,0,Low Value / Lost,1.0462769897688349,0.9784992884913359
12434.0,85,2,403.07,260,1.0,176.0,261.0,519.89,0.4615204843996908,2567.816108899424,116.17869293510908,3.922060454186749e-10,0,Low Value / Lost,-0.013893102516522692,-0.007463311214927019
12435.0,80,2,3914.945,268,1.0,188.0,268.0,3850.9,0.4513519028120509,18990.830617888256,840.2931501541833,3.741849052829593e-10,0,Low Value / Lost,2.0079748931357897,-0.4148496158525161
12436.0,100,1,509.01,100,0.0,0.0,100.0,0.0,0.3566819712532348,477.3803385139514,16.692341902591473,0.0,0,Low Value / Lost,-0.2130002903788934,-1.050340864655185
12437.0,2,15,275.0783333333333,331,14.0,330.0,332.0,325.6221428571429,3.44084229747114,345.35328138687817,116.49302972180227,0.0,0,Low Value / Lost,0.5218472012012825,1.9917084863478678
12438.0,14,2,1453.425,140,1.0,126.0,141.0,2016.78,0.7519244179428107,9947.993949362315,733.299326474392,2.6855895285393666e-10,0,Low Value / Lost,0.9846081165832712,-0.8567813614466095
12441.0,367,1,173.55,367,0.0,0.0,367.0,0.0,0.1281430330518034,477.3803385139514,5.996959455562567,0.0,0,Low Value / Lost,-0.511190613063751,0.3854736206550899
12442.0,3,1,172.06,3,0.0,0.0,4.0,0.0,0.994226456110552,477.3803385139514,46.52875466536122,0.0,0,Low Value / Lost,-0.25244501076923304,-1.5299616795587638
12444.0,21,5,1001.092,171,4.0,150.0,172.0,783.8149999999999,1.864603895408348,979.194452090695,178.9893194274472,0.0,0,Low Value / Lost,0.397903469162534,-0.20165577708507806
12445.0,22,1,133.4,22,0.0,0.0,23.0,0.0,0.7344172340420888,477.3803385139514,34.36995575277455,0.0,0,Low Value / Lost,-0.29009833239622335,-1.4246507627405163
12446.0,58,1,1002.31,58,0.0,0.0,58.0,0.0,0.4957672073172484,477.3803385139514,23.20138497484377,0.0,0,Low Value / Lost,0.004164643351954201,-1.3208642645555908
12447.0,243,1,476.49,243,0.0,0.0,244.0,0.0,0.1818071269871177,477.3803385139514,8.508382729112528,0.0,0,Low Value / Lost,-0.31971616797481844,-0.2956726860459759
12448.0,44,1,449.45,44,0.0,0.0,45.0,0.0,0.5638179436871329,477.3803385139514,26.38608801497233,0.0,0,Low Value / Lost,-0.1922047478175477,-1.3396064563869696
12449.0,22,4,1016.8225,187,3.0,165.0,188.0,1069.4533333333334,1.3604833760197883,1456.896539478941,194.3092773100314,0.0,0,Low Value / Lost,0.39226227724491725,-0.23197060699924035
12450.0,156,2,98.94,173,1.0,17.0,174.0,96.0,0.6410054254943751,477.89394708805867,30.030656100538348,1.6204790842522243e-09,0,Low Value / Lost,-0.3444337604492699,-0.5015988128196717
12451.0,11,5,1807.104,325,4.0,314.0,325.0,1529.0025,1.1032534004189396,1909.8570125873637,206.5607080934204,0.0,0,Low Value / Lost,0.8277675859149467,0.6055002756494283
12452.0,17,1,215.285,17,0.0,0.0,17.0,0.0,0.8004734727080584,477.3803385139514,37.46131839366538,0.0,0,Low Value / Lost,-0.25332707359088164,-1.4595045975655814
12453.0,134,1,707.09,134,0.0,0.0,135.0,0.0,0.2890950524071694,477.3803385139514,13.529345035782503,0.0,0,Low Value / Lost,-0.1621422908818975,-0.8912702946137329
12454.0,56,1,3528.34,56,0.0,0.0,57.0,0.0,0.5004132088436842,477.3803385139514,23.418812970115688,0.0,0,Low Value / Lost,0.9554550902718549,-1.583466505277993
12455.0,73,6,411.1433333333334,297,5.0,223.0,297.0,156.592,1.451935776929853,186.51479759025725,26.548029123578843,0.0,0,Low Value / Lost,0.0759225828214573,0.6963343511004275
12456.0,44,3,1060.3466666666666,255,2.0,210.0,255.0,1120.435,0.7659726586320955,1863.77720802318,139.9519163530655,0.0,0,Low Value / Lost,0.3357206489721862,0.03372193120053755
12457.0,66,7,337.6042857142857,239,6.0,173.0,240.0,282.33,2.0482607804188526,325.76704996536785,65.41298829945616,0.0,0,Low Value / Lost,0.09442779146883884,0.48580772241348996
12458.0,71,2,473.7000000000001,285,1.0,213.0,285.0,505.48,0.4284275207477685,2496.7698979680463,104.8642525632146,3.467039988436227e-10,0,Low Value / Lost,0.03281082946212219,0.13819304626535436
12461.0,94,2,413.44,155,1.0,60.0,155.0,200.0,0.7005003243634305,990.6493903124376,68.02991097851162,6.367602001233762e-10,0,Low Value / Lost,-0.12700973275797064,-0.6105085618510642
12462.0,19,2,594.7950000000001,303,1.0,285.0,304.0,427.48,0.4054138637841364,2112.203315549762,83.94713935158897,2.573710133901841e-10,0,Low Value / Lost,0.13021111402074037,0.25930356188754705
12463.0,53,4,336.195,242,3.0,188.0,242.0,331.40333333333336,1.1086355986880745,451.7557495705257,49.09803303710484,0.0,0,Low Value / Lost,-0.007175240787176878,0.15790778089180266
12464.0,10,7,151.50625,309,6.0,299.0,310.0,166.35833333333332,1.6496649449009502,192.02626460193312,31.05474482565107,0.0,0,Low Value / Lost,0.09815452504315007,0.940913018565907
12465.0,17,2,371.095,169,1.0,152.0,170.0,301.25,0.652675540759404,1489.846396336172,95.32579103365696,2.7008595360200616e-10,0,Low Value / Lost,-0.017831869341827074,-0.49038647797206397
12468.0,188,2,364.77,316,1.0,129.0,317.0,508.9500000000001,0.3910417336081431,2513.87818054486,96.36934860078166,7.408804680864022e-10,0,Low Value / Lost,-0.13668389150818536,0.26906424202006957
12471.0,2,20,660.8016666666666,365,19.0,362.0,365.0,919.138947368421,4.252140636156665,959.4427505372636,399.9431576033213,0.0,0,Low Value / Lost,1.1278647514860656,2.698162140061043
12472.0,32,7,938.8728571428572,369,6.0,337.0,370.0,823.4683333333334,1.4138347686866268,949.8183184383578,131.64694463473657,0.0,0,Low Value / Lost,0.49873166359048604,1.1818481250849906
12473.0,29,4,787.71,192,3.0,162.0,192.0,1088.7866666666666,1.337968914851355,1483.2263571582707,194.54722624944472,0.0,0,Low Value / Lost,0.30094093172863046,-0.183930181462086
12474.0,17,17,409.7661111111111,330,16.0,312.0,330.0,445.399375,3.933013931997639,468.8154238766214,180.75859690501517,0.0,0,Low Value / Lost,0.6838975836849003,2.191706019093594
12475.0,54,1,723.38,54,0.0,0.0,54.0,0.0,0.5148887980291792,477.3803385139514,24.096255351284388,0.0,0,Low Value / Lost,-0.09744396493322972,-1.3141451343064219
12476.0,16,10,619.6745454545454,361,9.0,346.0,362.0,755.9966666666667,2.0971113423753005,829.5798802347998,170.5498277417717,0.0,0,Low Value / Lost,0.5327186187118795,1.5244624434152336
12477.0,23,6,2203.29,302,5.0,279.0,302.0,2172.7580000000003,1.431294587543741,2585.098663297415,362.72520718561145,0.0,0,Low Value / Lost,1.1324974841219835,0.5227891083560143
12478.0,4,1,680.99,4,0.0,0.0,4.0,0.0,0.994226456110552,477.3803385139514,46.52875466536122,0.0,0,Low Value / Lost,-0.06167667459586921,-1.5755025047079496
12479.0,11,1,527.2,11,0.0,0.0,12.0,0.0,0.8653328744076186,477.3803385139514,40.49667032065673,0.0,0,Low Value / Lost,-0.12950421307545024,-1.5225518098792288
12480.0,28,4,820.4075,336,3.0,308.0,337.0,821.7933333333334,0.836284668265254,1119.6115750067263,91.78952024727042,0.0,0,Low Value / Lost,0.2992916782154344,0.6572337792641177
12481.0,23,8,559.6320000000001,366,7.0,343.0,366.0,776.7057142857144,1.6439368019555511,876.6761187747334,141.28494259486646,0.0,0,Low Value / Lost,0.40842849045636426,1.3237173472855879
12483.0,17,8,310.6225,339,7.0,322.0,340.0,276.7742857142857,1.753614605016783,312.4945426479852,53.721505697374006,0.0,0,Low Value / Lost,0.2228085481643015,1.2089625721416026
12484.0,33,6,756.9533333333334,336,5.0,304.0,337.0,680.61,1.301751718452371,809.9263223060462,103.35827644541912,0.0,0,Low Value / Lost,0.3489579547903843,0.8955425393021147
12488.0,10,3,432.8866666666667,76,2.0,66.0,76.0,372.635,1.856664677728802,620.3718205049587,112.91642585354258,0.0,0,Low Value / Lost,0.011118181679179585,-0.9127962215917957
12489.0,336,1,334.93,336,0.0,0.0,337.0,0.0,0.1380840929845788,477.3803385139514,6.462190626874637,0.0,0,Low Value / Lost,-0.4312717892461006,0.20666405093992607
12490.0,5,10,541.793,330,9.0,324.0,330.0,505.96777777777777,2.273845830940813,555.2524627681811,123.77219548890577,0.0,0,Low Value / Lost,0.4539627074691007,1.3662110579118758
12491.0,39,1,460.4,39,0.0,0.0,39.0,0.0,0.6019531051344422,477.3803385139514,28.170773546322245,0.0,0,Low Value / Lost,-0.18335390260825582,-1.3671911046042478
12492.0,63,2,131.60500000000002,105,1.0,42.0,106.0,136.82,0.9209413830371967,679.1504585536275,61.31540091766559,5.4784976555311e-10,0,Low Value / Lost,-0.2315416943402192,-0.8534165521785209
12493.0,166,2,216.87,197,1.0,32.0,198.0,201.24,0.5788996082923759,996.7630129047284,56.56747000136615,1.379786951360984e-09,0,Low Value / Lost,-0.27277512670535853,-0.38417962906938163
12494.0,16,7,178.01428571428573,366,6.0,350.0,366.0,198.08333333333331,1.4274388710034618,228.61215266932,31.99104431592725,0.0,0,Low Value / Lost,0.13473900054792295,1.2631926929494237
12497.0,82,1,1043.1,82,0.0,0.0,82.0,0.0,0.4054281210186264,477.3803385139514,18.97361055056905,0.0,0,Low Value / Lost,0.0009222074890099856,-1.1984058672778675
12498.0,21,2,134.56666666666666,58,1.0,36.0,58.0,156.45,1.3313569354929642,775.933048462229,101.2722222727846,3.391973368849221e-10,0,Low Value / Lost,-0.169730976716314,-1.1086653945834175
12500.0,23,10,387.07454545454544,334,9.0,310.0,334.0,434.7644444444445,2.250141934304324,477.1293841305422,105.24892343454152,0.0,0,Low Value / Lost,0.3591426147101172,1.3981934053641867
12501.0,337,1,2169.39,337,0.0,0.0,337.0,0.0,0.1380840929845788,477.3803385139514,6.462190626874637,0.0,0,Low Value / Lost,0.2579396122409855,0.028845811740190037
12502.0,96,5,744.774,310,4.0,214.0,310.0,776.655,1.1492595620992632,970.2523483474678,109.3136545472732,0.0,0,Low Value / Lost,0.22643472616912372,0.5959727857238367
12504.0,18,2,241.025,30,1.0,12.0,31.0,32.65,1.776746197321004,165.55685739320862,28.836606687349708,3.6148772863953127e-10,0,Low Value / Lost,-0.21137325438448057,-1.2683848102553796
12506.0,233,1,73.5,233,0.0,0.0,233.0,0.0,0.1888811250498564,477.3803385139514,8.839438414003508,0.0,0,Low Value / Lost,-0.46487635803313976,-0.3079693693757021
12507.0,134,3,434.93666666666667,299,2.0,164.0,299.0,429.325,0.6693222746286094,714.6331890773149,46.89105948181778,0.0,0,Low Value / Lost,-0.06926579327476583,0.3170678448624627
12508.0,26,2,199.135,29,1.0,3.0,30.0,123.08,1.7990367847229338,611.4075759584066,107.83070497141284,4.5556647343403256e-10,0,Low Value / Lost,-0.16179897897341294,-1.2855549624459288
12509.0,284,1,176.5,284,0.0,0.0,285.0,0.0,0.1595367176435838,477.3803385139514,7.466150945524546,0.0,0,Low Value / Lost,-0.4583689122906108,-0.050483191132359
12510.0,143,2,491.285,325,1.0,183.0,326.0,301.52,0.3816744265806205,1491.177588352235,55.79483723224761,5.056208784992576e-10,0,Low Value / Lost,-0.06945193630281424,0.33711875600690766
12512.0,66,1,69.015,66,0.0,0.0,67.0,0.0,0.4575359714916542,477.3803385139514,21.412203263424047,0.0,0,Low Value / Lost,-0.35334114306713266,-1.1854971269476806
12513.0,113,1,612.29,113,0.0,0.0,113.0,0.0,0.3281839542949751,477.3803385139514,15.358664618758732,0.0,0,Low Value / Lost,-0.18331588064955667,-0.992250275962327
12514.0,267,1,1017.68,267,0.0,0.0,268.0,0.0,0.1680732389766176,477.3803385139514,7.865651184488401,0.0,0,Low Value / Lost,-0.131371706846454,-0.22367273475762692
12515.0,353,1,383.7,353,0.0,0.0,354.0,0.0,0.1322694262387883,477.3803385139514,6.190070325898018,0.0,0,Low Value / Lost,-0.4234968829294918,0.29102505643219756
12516.0,78,2,656.03,181,1.0,103.0,181.0,728.86,0.6215564649317995,3598.109425924409,219.2434060117729,4.5485859523353156e-10,0,Low Value / Lost,0.14234047506287953,-0.4989223172506366
12517.0,28,4,500.568,190,3.0,162.0,191.0,578.63,1.343527379502174,788.4505629568243,103.84666986322613,0.0,0,Low Value / Lost,0.10647231735447837,-0.15305992765643409
12518.0,1,5,411.378,110,4.0,110.0,111.0,433.015,2.5723507545623825,541.0813245593941,136.44710216498422,0.0,0,Low Value / Lost,0.12408789163087128,-0.477552096718293
12519.0,64,1,340.84,64,0.0,0.0,64.0,0.0,0.4696072730600702,477.3803385139514,21.977127507509906,0.0,0,Low Value / Lost,-0.24937474214402405,-1.2231981748617609
12520.0,79,5,526.8520000000001,274,4.0,194.0,274.0,411.71,1.2770701139460092,514.4735703346097,64.40942112331193,0.0,0,Low Value / Lost,0.1010187376387749,0.42570164539654193
12521.0,143,1,599.68,143,0.0,0.0,143.0,0.0,0.277093702755028,477.3803385139514,12.967694467960948,0.0,0,Low Value / Lost,-0.2085231825702093,-0.8332524849797185
12522.0,39,2,96.36,51,1.0,12.0,52.0,103.32,1.4098966103159605,513.9840417457746,71.04090525726079,5.225442301082238e-10,0,Low Value / Lost,-0.23824034850936052,-1.149925551582018
12523.0,19,11,162.70636363636365,332,10.0,312.0,332.0,168.68200000000002,2.49771388599588,183.3946702754549,44.90564967170805,0.0,0,Low Value / Lost,0.2549841923234921,1.5380122826866705
12524.0,9,8,560.7149999999999,334,7.0,324.0,334.0,592.6185714285714,1.781035658879769,668.9304791405294,116.79525109606894,0.0,0,Low Value / Lost,0.38359738706997315,1.1501116641833267
12526.0,1,3,438.8866666666666,94,2.0,94.0,95.0,398.18,1.6128872714090292,662.8468012807716,104.80663193950464,0.0,0,Low Value / Lost,0.026637099895210157,-0.8040039264043473
12527.0,82,3,116.23666666666668,326,2.0,244.0,326.0,108.09500000000004,0.6212219305881769,180.50760385067915,10.992940200407716,0.0,0,Low Value / Lost,-0.14635292049238258,0.5360585539358246
12528.0,9,6,322.24666666666667,313,5.0,303.0,313.0,287.99,1.3878871501557877,342.83581619001,46.64573350148316,0.0,0,Low Value / Lost,0.14651611736399298,0.8270318548003229
